Map,Lot,Unit,Street Address,Acres,Class,Assess. 2021,Apprais. 2021,Improv. 2021,Land Value 2021,Total Value 2021,Assess. 2020,Apprais. 2020,Recent Sale,Recent Date,Previous Sale,Previous Date,Grafton Sale,Grafton Date
401,60,,21 WILMOTT WY,4.91,R,"$172,200","$172,200","$54,400","$117,800","$172,200","$126,000","$126,000","$40,000",1989-10-24,$0,,$0,
401,61,,25 WILMOTT WY,2.1,R,"$421,400","$421,400","$293,800","$127,600","$421,400","$391,500","$391,500","$73,000",1997-09-06,"$40,000",1989-10-16,$0,
401,62,,30 WILMOTT WY (LAND ONLY),1.3,E,"$11,300","$11,300",$0,"$11,300","$11,300","$9,000","$9,000",$0,,$0,,$0,
401,63,,34 WILMOTT WY,2.01,R,"$133,500","$133,500","$32,800","$100,700","$133,500","$95,000","$95,000",$0,1988-01-01,$0,,$0,
401,64,,20 WILMOTT WY,6,R,"$369,700","$369,700","$230,700","$139,000","$369,700","$299,600","$299,600","$110,000",1994-08-31,$0,,$0,
401,65,,12 WILMOTT WY,2.5,R,"$140,000","$140,000","$30,200","$109,800","$140,000","$98,400","$98,400","$79,900",1990-03-19,$0,,$0,
401,66,,6 WILMOTT WY,1.5,R,"$306,500","$306,500","$133,100","$173,400","$306,500","$290,100","$290,100","$299,900",2016-01-04,"$140,000",1994-08-15,$0,
401,67,,62 RIVER RD,4.4,S,"$1,500","$58,200",$0,"$58,200","$58,200","$1,500","$48,300","$550,000",2014-12-19,"$300,000",2007-11-20,$0,
401,68,,50 RIVER RD,43.47,R,"$350,300","$472,900","$159,300","$313,600","$472,900","$240,800","$350,100",$0,2014-12-19,$0,,$0,
401,69,,38 RIVER RD,3.5,R,"$338,100","$338,100","$161,300","$176,800","$338,100","$272,300","$272,300","$90,000",1985-12-19,$0,,$0,
401,70,,20 RIVER RD,63.5,S,"$8,400","$431,500",$0,"$431,500","$431,500","$8,400","$351,300",$0,,$0,,$0,
401,71,,1 HOVEY ISLAND,23,R,"$197,100","$197,100","$25,500","$171,600","$197,100","$163,200","$163,200",$0,1991-03-28,$0,,$0,
401,74,,51 RIVER RD,0.9,R,"$863,600","$863,600","$566,500","$297,100","$863,600","$797,000","$797,000","$2,666",2002-05-10,"$25,048",1992-08-03,$0,
401,75,,61 RIVER RD,1.9,R,"$573,700","$573,700","$245,600","$328,100","$573,700","$511,300","$511,300",$0,2010-12-01,"$90,000",1984-07-26,$0,
401,77,,75 RIVER RD,11.2,R,"$908,700","$1,072,200","$618,200","$454,000","$1,072,200","$550,000","$745,100","$735,000",2018-03-30,$0,,$0,
401,78,,85 RIVER RD,20,S,"$6,400","$139,200",$0,"$139,200","$139,200","$6,400","$117,400","$550,000",2014-12-19,$0,,$0,
402,1,1000,294 DARTMOUTH COLLEGE HY,86,R,"$550,500","$945,700","$376,400","$569,300","$945,700","$454,300","$812,600",$0,2004-04-08,$0,,$0,
402,3,,252 DARTMOUTH COLLEGE HY,37.3,R,"$591,900","$797,500","$411,100","$386,400","$797,500","$517,400","$703,900",$0,2020-07-13,"$210,666",2001-10-03,$0,
402,4,,246 DARTMOUTH COLLEGE HY,0.53,R,"$236,500","$236,500","$132,400","$104,100","$236,500","$220,800","$220,800",$0,2015-04-30,$0,,$0,
402,4,1,246 DARTMOUTH COLLEGE HY,0,C,"$131,100","$131,100","$131,100",$0,"$131,100","$127,600","$127,600",$0,2020-01-10,$0,,$0,
402,5,,244 DARTMOUTH COLLEGE HY,4.8,R,"$129,200","$129,200","$40,800","$88,400","$129,200","$101,800","$101,800","$2,667",2015-05-08,$0,,$0,
402,6,,240 DARTMOUTH COLLEGE HY,0.67,R,"$286,300","$286,300","$168,100","$118,200","$286,300","$225,800","$225,800",$0,,$0,,$0,
402,7,,234 DARTMOUTH COLLEGE HY,0.92,R,"$241,600","$241,600","$108,200","$133,400","$241,600","$195,700","$195,700","$150,000",2013-09-11,$0,,$0,
402,8,,232 DARTMOUTH COLLEGE HY,0.4,R,"$209,900","$209,900","$116,500","$93,400","$209,900","$190,100","$190,100",$0,,$0,,$0,
402,9,,226 DARTMOUTH COLLEGE HY,12.5,R,"$346,000","$432,200","$197,200","$235,000","$432,200","$262,800","$339,800","$40,000",1983-08-22,$0,,$0,
402,11,,23 WASHBURN HILL RD,7.9,R,"$571,300","$571,300","$392,100","$179,200","$571,300","$453,700","$453,700",$0,2011-11-16,"$20,650",1999-12-18,$0,
402,14,,69 WASHBURN HILL RD,3.1,R,"$474,500","$474,500","$254,500","$220,000","$474,500","$375,200","$375,200",$0,,$0,,$0,
402,15,1000,77 WASHBURN HILL RD,18.44,R,"$758,500","$860,600","$498,100","$362,500","$860,600","$728,200","$820,800",$0,2015-03-09,"$779,000",2012-08-02,$0,
402,16,,64 WASHBURN HILL RD,3.31,R,"$476,700","$476,700","$280,100","$196,600","$476,700","$424,800","$424,800","$225,000",1988-04-15,$0,,$0,
402,17,,66 WASHBURN HILL RD,79.7,R,"$590,000","$855,100","$283,200","$571,900","$855,100","$497,600","$737,800","$700,000",2016-01-29,"$220,000",1985-02-27,$0,
402,18,2000,108 PRESTON RD,15.78,R,"$694,700","$756,100","$511,300","$244,800","$756,100","$653,900","$709,100",$0,2021-04-09,"$150,000",2004-05-04,$0,
402,19,,92 PRESTON RD,146.1,3,"$15,600","$637,800",$0,"$637,800","$637,800","$15,600","$537,000","$494,000",2010-07-07,"$233,760",1986-12-30,$0,
402,21,,50 PRESTON RD,48.8,R,"$1,105,700","$1,337,000","$675,600","$661,400","$1,337,000","$1,091,900","$1,301,700","$1,325,000",2020-07-16,"$1,236,800",2004-07-16,"$1,325,000",2020-07-16
402,23,,45 PRESTON RD,7,R,"$659,100","$659,100","$484,200","$174,900","$659,100","$573,800","$573,800",$0,1997-06-03,"$30,000",1988-05-03,$0,
402,24,,55 PRESTON RD,10,R,"$410,200","$410,200","$229,500","$180,700","$410,200","$371,300","$371,300","$380,000",2005-09-30,$0,,$0,
402,25,,71 PRESTON RD,2,R,"$514,700","$514,700","$361,800","$152,900","$514,700","$489,300","$489,300","$289,500",1999-08-06,"$155,000",1989-08-21,$0,
402,26,1000,69 PRESTON RD,5.09,R,"$604,700","$604,700","$381,800","$222,900","$604,700","$524,100","$524,100",$0,2009-12-17,$0,,$0,
402,26,2000,81 PRESTON RD,57.7,S,"$9,700","$433,100",$0,"$433,100","$433,100","$9,700","$395,000",$0,2009-12-17,$0,,$0,
402,27,,97 PRESTON RD,1.1,R,"$215,400","$215,400","$74,900","$140,500","$215,400","$166,200","$166,200",$0,,$0,,"$131,500",2021-04-01
402,28,,20 WASHBURN HILL RD,22,R,"$151,200","$273,200",$0,"$273,200","$273,200","$115,400","$226,200",$0,,$0,,$0,
402,29,,218 DARTMOUTH COLLEGE HY,2,R,"$293,100","$293,100","$149,300","$143,800","$293,100","$229,800","$229,800","$299,000",2020-04-27,"$188,000",2015-04-01,"$299,000",2020-04-27
402,30,,208 DARTMOUTH COLLEGE HY,1.5,R,"$423,000","$423,000","$285,200","$137,800","$423,000","$402,800","$402,800","$436,000",2015-11-24,"$410,000",2013-04-09,$0,
402,31,,204 DARTMOUTH COLLEGE HY,5.9,C,"$1,001,800","$1,001,800","$750,700","$251,100","$1,001,800","$911,000","$911,000","$150,000",1998-08-26,"$77,500",1997-05-09,$0,
402,32,,188 DARTMOUTH COLLEGE HY,2.26,R,"$507,900","$507,900","$327,800","$180,100","$507,900","$476,900","$476,900","$474,000",2003-05-29,"$248,400",2002-10-03,$0,
402,33,,180 DARTMOUTH COLLEGE HY,4.3,R,"$397,600","$397,600","$244,400","$153,200","$397,600","$270,500","$270,500","$105,000",2017-05-15,"$110,000",2014-03-28,$0,
402,34,,174 DARTMOUTH COLLEGE HY,2.9,R,"$339,800","$339,800","$178,800","$161,000","$339,800","$325,500","$325,500",$0,2020-05-13,"$369,000",2018-11-21,$0,
402,35,,166 DARTMOUTH COLLEGE HY,0.47,R,"$224,000","$224,000","$130,800","$93,200","$224,000","$188,900","$188,900","$200,000",2008-02-08,"$125,000",2006-12-07,$0,
402,36,,156 DARTMOUTH COLLEGE HY,13.9,R,"$362,000","$429,200","$228,000","$201,200","$429,200","$277,000","$338,100","$48,839",1988-07-15,$0,,$0,
402,37,,150 DARTMOUTH COLLEGE HY,1.5,R,"$194,300","$194,300","$62,500","$131,800","$194,300","$171,100","$171,100",$0,2004-04-05,"$10,000",2004-03-01,$0,
402,39,,39 SHOESTRAP RD (OLD DUMP),1.8,E,"$15,700","$15,700",$0,"$15,700","$15,700","$12,100","$12,100",$0,,$0,,$0,
402,40,,114 RIVER RD,68.9,R,"$635,200","$778,000","$459,600","$318,400","$778,000","$530,200","$659,700","$110,000",1994-06-15,"$50,000",1973-12-31,$0,
402,41,,12 MAPLE LN,2.7,R,"$287,800","$287,800","$130,700","$157,100","$287,800","$240,600","$240,600",$1,2012-03-23,"$177,000",2002-05-31,$0,
402,42,,11 MAPLE LN,3.4,R,"$369,000","$369,000","$210,700","$158,300","$369,000","$325,800","$325,800","$26,000",1986-08-13,$0,,$0,
402,43,,17 MAPLE LN,3,R,"$827,800","$827,800","$630,400","$197,400","$827,800","$777,000","$777,000","$875,000",2019-01-29,"$735,000",2011-06-16,$0,
402,45,,48 SHOESTRAP RD,0.95,R,"$293,300","$293,300","$153,000","$140,300","$293,300","$259,700","$259,700","$289,000",2011-07-07,"$250,000",2007-03-02,$0,
402,46,,38 SHOESTRAP RD,7.4,R,"$588,200","$588,200","$389,200","$199,000","$588,200","$483,200","$483,200","$310,000",1998-07-14,"$180,000",1989-07-07,$0,
402,47,,30 SHOESTRAP RD,0.34,R,"$309,300","$309,300","$185,500","$123,800","$309,300","$229,800","$229,800","$280,000",2020-01-30,$0,,$0,
402,48,,28 SHOESTRAP RD,7,R,"$435,600","$435,600","$238,400","$197,200","$435,600","$379,700","$379,700","$385,000",2014-06-04,"$287,000",2003-01-22,$0,
402,49,,16 SHOESTRAP RD,93,R,"$375,000","$770,000","$265,500","$504,500","$770,000","$279,100","$630,800",$0,2002-11-18,$0,,$0,
402,50,,2 SHOESTRAP RD,3.78,R,"$441,600","$441,600","$288,300","$153,300","$441,600","$367,700","$367,700","$274,000",2015-04-13,"$13,000",1959-07-06,$0,
402,51,,155 DARTMOUTH COLLEGE HY,0.87,E,"$416,100","$416,100","$256,900","$159,200","$416,100","$314,900","$314,900","$100,000",2005-06-10,"$30,000",2002-08-30,$0,
402,52,,163 DARTMOUTH COLLEGE HY,31,R,"$27,400","$302,300","$8,800","$293,500","$302,300","$24,200","$250,100","$300,000",2008-05-20,$0,,$0,
402,53,,173 DARTMOUTH COLLEGE HY,3.18,R,"$436,800","$436,800","$287,400","$149,400","$436,800","$417,300","$417,300",$0,2008-08-29,"$251,000",2003-10-30,$0,
402,54,,183 DARTMOUTH COLLEGE HY,37.3,E,"$102,600","$102,600",$0,"$102,600","$102,600","$93,300","$93,300","$4,000",1991-12-31,$0,,$0,
402,55,,199 DARTMOUTH COLLEGE HY,15.8,E,"$52,200","$52,200",$0,"$52,200","$52,200","$45,700","$45,700",$0,2011-01-10,"$35,000",1999-12-03,$0,
402,56,,211 DARTMOUTH COLLEGE HY,3.1,R,"$433,600","$433,600","$284,700","$148,900","$433,600","$391,100","$391,100","$510,000",2006-07-10,"$220,000",1996-04-17,$0,
402,57,,215 DARTMOUTH COLLEGE HY,122.4,E,"$330,300","$330,300",$0,"$330,300","$330,300","$279,100","$279,100",$0,1999-07-30,"$6,476",1992-08-11,$0,
402,59,,223 DARTMOUTH COLLEGE HY,3.3,E,"$159,000","$159,000",$0,"$159,000","$159,000","$124,500","$124,500",$0,1993-12-31,$0,,$0,
402,60,,229 DARTMOUTH COLLEGE HY,0.38,E,"$9,300","$9,300",$0,"$9,300","$9,300","$8,400","$8,400",$0,2012-06-27,$0,,$0,
402,61,,233 DARTMOUTH COLLEGE HY,1.1,R,"$227,500","$227,500","$92,400","$135,100","$227,500","$169,100","$169,100",$0,1984-06-25,"$4,500",1946-04-20,$0,
402,62,,241 DARTMOUTH COLLEGE HY,0.62,R,"$229,900","$229,900","$128,100","$101,800","$229,900","$177,900","$177,900",$0,2016-05-03,$0,,$0,
402,63,,259 DARTMOUTH COLLEGE HY,40,R,"$501,200","$712,000","$344,600","$367,400","$712,000","$435,400","$626,700","$4,000",1998-01-14,"$218,000",1987-08-10,$0,
402,65,,5 SLOAN LN,0.66,R,"$540,600","$540,600","$412,500","$128,100","$540,600","$423,100","$423,100","$497,266",2017-07-18,"$214,000",2009-03-03,$0,
402,66,,7 SLOAN LN,0.33,R,"$212,700","$212,700","$114,400","$98,300","$212,700","$156,200","$156,200",$0,,$0,,$0,
402,67,,19 SLOAN LN,48.48,R,"$802,300","$1,047,800","$544,900","$502,900","$1,047,800","$743,000","$964,900",$0,1998-01-16,"$225,000",1981-06-05,$0,
402,70,,8 SLOAN LN,0.51,R,"$354,600","$354,600","$242,900","$111,700","$354,600","$340,500","$340,500","$357,666",2008-06-18,"$340,000",2002-05-15,$0,
402,71,,264 RIVER RD,45.73,R,"$718,000","$923,000","$477,100","$445,900","$923,000","$695,400","$868,700","$90,000",1997-02-04,$0,,$0,
402,72,,240 RIVER RD,58,E,"$312,000","$312,000",$0,"$312,000","$312,000","$255,600","$255,600","$175,000",1998-09-23,"$4,000",1996-11-11,$0,
402,73,,234 RIVER RD,2.18,R,"$509,100","$509,100","$342,300","$166,800","$509,100","$477,500","$477,500","$515,000",2018-07-19,"$480,000",2015-12-07,$0,
402,74,1000,228 RIVER RD,9.8,R,"$428,600","$428,600","$219,900","$208,700","$428,600","$409,300","$409,300",$0,2017-06-15,"$407,000",2009-10-15,$0,
402,77,,202 RIVER RD,7.06,R,"$260,800","$260,800",$0,"$260,800","$260,800","$156,600","$156,600","$349,000",2020-03-27,"$100,000",2006-08-10,$0,
402,78,,192 RIVER RD,50.5,R,"$551,200","$714,100","$387,900","$326,200","$714,100","$474,600","$622,600",$0,2004-05-06,$0,,$0,
402,79,,64 SHOESTRAP RD,115,R,"$183,700","$497,500","$34,900","$462,600","$497,500","$144,500","$429,100",$0,,$0,,$0,
402,80,,136 RIVER RD,0.63,R,"$403,700","$403,700","$275,300","$128,400","$403,700","$388,700","$388,700","$105,000",2009-07-27,"$111,533",2005-10-07,"$675,000",2021-04-01
402,81,,130 RIVER RD,1,R,"$178,600","$178,600","$60,600","$118,000","$178,600","$143,300","$143,300",$0,2012-11-09,"$125,000",2012-07-20,$0,
402,82,,3 MAPLE LN,2.1,R,"$342,200","$342,200","$184,800","$157,400","$342,200","$281,500","$281,500",$0,2020-08-24,"$349,000",2020-03-27,$0,
402,83,,2 MAPLE LN,0.53,R,"$180,800","$180,800","$73,000","$107,800","$180,800","$148,000","$148,000","$190,000",2020-06-08,"$147,500",2016-03-30,"$190,000",2020-06-08
402,84,,116 RIVER RD,0.94,R,"$309,800","$309,800","$150,900","$158,900","$309,800","$270,400","$270,400","$286,534",2014-06-03,"$4,000",1993-06-01,$0,
401,79,,96 RIVER RD,76,3,"$5,000","$376,700",$0,"$376,700","$376,700","$5,000","$314,100","$200,000",2014-12-19,$0,,$0,
402,86,,91 RIVER RD,18,R,"$356,900","$561,800","$115,100","$446,700","$561,800","$261,100","$439,100",$0,2003-01-01,"$4,000",1993-04-23,$0,
402,87,,101 RIVER RD,1.55,R,"$458,500","$458,500","$285,900","$172,600","$458,500","$437,300","$437,300",$0,,$0,,$0,
402,89,,111 RIVER RD (HEWES BROOK PRE,1,E,"$32,300","$32,300",$0,"$32,300","$32,300","$23,100","$23,100",$0,2002-01-18,"$90,000",1999-03-30,$0,
402,90,,117 RIVER RD,3.5,R,"$73,500","$73,500",$0,"$73,500","$73,500","$60,800","$60,800",$0,2012-12-11,$0,,$0,
402,91,,123 RIVER RD,0.34,R,"$380,400","$380,400","$267,800","$112,600","$380,400","$367,000","$367,000","$36,600",2010-12-30,"$54,500",1999-09-10,$0,
402,92,,129 RIVER RD,8.6,R,"$454,600","$454,600",$0,"$454,600","$454,600","$397,500","$397,500","$550,000",2006-06-26,"$4,000",1988-10-12,$0,
402,93,,131 RIVER RD,1.3,R,"$469,100","$469,100","$147,800","$321,300","$469,100","$330,800","$330,800",$0,2009-09-12,$500,1961-03-31,$0,
402,94,,133+137 RIVER RD,2.3,R,"$850,400","$850,400","$490,100","$360,300","$850,400","$724,800","$724,800",$0,2008-06-04,"$134,000",1997-06-24,$0,
402,96,,139 RIVER RD,1.8,R,"$726,500","$726,500","$371,100","$355,400","$726,500","$647,200","$647,200","$110,000",1994-04-01,"$68,500",1986-09-17,$0,
402,97,,143 RIVER RD,2.33,R,"$654,800","$654,800","$319,100","$335,700","$654,800","$603,600","$603,600",$0,2009-12-08,"$99,533",2005-10-14,$0,
402,100,,155 RIVER RD,2.15,R,"$927,100","$927,100","$573,400","$353,700","$927,100","$928,900","$928,900",$0,2019-11-08,"$99,533",2005-10-14,"$2,500,000",2021-04-01
402,101,,161 RIVER RD,1,R,"$750,100","$750,100","$356,900","$393,200","$750,100","$624,000","$624,000",$0,2015-08-12,"$300,000",2002-09-05,$0,
402,102,,207 RIVER RD,1.8,R,"$502,200","$502,200","$339,100","$163,100","$502,200","$449,100","$449,100",$0,2017-06-20,"$200,000",1997-06-11,$0,
402,103,,187 RIVER RD,44,E,"$1,188,900","$1,188,900",$0,"$1,188,900","$1,188,900","$1,058,500","$1,058,500",$0,,$0,,$0,
402,104,,261 RIVER RD,6.6,R,"$2,596,300","$2,596,300","$1,391,300","$1,205,000","$2,596,300","$2,304,400","$2,304,400","$1,900,000",2007-09-13,"$4,000",1993-03-02,$0,
403,3,,300 DARTMOUTH COLLEGE HY,1.2,R,"$291,100","$291,100","$147,800","$143,300","$291,100","$218,400","$218,400","$116,685",1990-08-10,$0,,$0,
403,5,,39 EAST THETFORD RD,41.08,S,"$13,900","$420,900",$0,"$420,900","$420,900","$13,900","$339,600",$0,2019-12-19,"$88,000",1996-10-23,$0,
403,6,,53 EAST THETFORD RD,1,R,"$320,000","$320,000","$171,500","$148,500","$320,000","$303,200","$303,200","$199,500",1996-07-09,$0,,$0,
403,8,,79 EAST THETFORD RD,24.03,R,"$455,600","$614,500","$242,800","$371,700","$614,500","$348,600","$502,500","$135,200",1998-01-12,"$4,000",1997-12-02,$0,
403,9,,101 EAST THETFORD RD,52.81,R,"$55,700","$643,500","$34,800","$608,700","$643,500","$51,600","$543,800","$689,000",2017-01-19,"$500,000",2015-06-23,$0,
403,10,,119 EAST THETFORD RD,5.81,R,"$648,600","$648,600","$442,900","$205,700","$648,600","$611,500","$611,500",$0,2011-04-08,"$450,000",2001-07-07,$0,
403,11,,125 EAST THETFORD RD,2.63,R,"$479,800","$479,800","$317,000","$162,800","$479,800","$391,700","$391,700","$420,000",2010-09-14,"$410,000",2007-10-10,$0,
403,12,,278 RIVER RD,11.66,R,"$726,100","$816,500","$553,700","$262,800","$816,500","$715,500","$797,400","$345,048",1992-01-23,$0,,$0,
403,15,,299 RIVER RD,0.15,R,"$23,700","$23,700",$0,"$23,700","$23,700","$19,200","$19,200","$15,000",2001-02-02,$0,,$0,
403,16,,301 RIVER RD,0.14,R,"$167,600","$167,600","$39,900","$127,700","$167,600","$129,800","$129,800","$32,500",1999-09-27,$0,,$0,
403,17,,303 RIVER RD,0.21,R,"$246,100","$246,100","$61,800","$184,300","$246,100","$172,700","$172,700","$75,000",1998-06-26,"$42,857",1993-09-07,$0,
403,18,,307 RIVER RD,0.15,R,"$292,500","$292,500","$109,900","$182,600","$292,500","$276,600","$276,600","$235,000",2010-12-28,"$275,000",2009-09-29,"$600,000",2021-04-01
403,19,,311 RIVER RD,0.37,R,"$266,100","$266,100","$60,300","$205,800","$266,100","$202,500","$202,500",$0,2019-02-19,$0,,$0,
403,20,,315 RIVER RD,0.92,R,"$1,026,200","$1,026,200","$648,100","$378,100","$1,026,200","$773,500","$773,500",$0,2003-05-27,"$299,000",1998-06-15,$0,
403,21,,319 RIVER RD,0.69,R,"$570,500","$570,500","$308,800","$261,700","$570,500","$486,800","$486,800",$0,2012-05-30,"$189,000",1995-07-07,$0,
403,22,,323 RIVER RD,0.38,R,"$6,400","$6,400",$0,"$6,400","$6,400","$5,000","$5,000",$0,2012-05-30,"$8,000",1999-06-18,$0,
403,23,,327 RIVER RD,0.58,R,"$281,900","$281,900","$53,000","$228,900","$281,900","$222,900","$222,900","$185,000",2020-03-30,$0,,$0,
403,24,,331 RIVER RD,3.7,R,"$840,200","$840,200","$385,000","$455,200","$840,200","$729,000","$729,000","$550,000",2003-02-10,"$38,000",1989-09-06,$0,
403,25,,339 RIVER RD,0.66,R,"$426,200","$426,200","$229,500","$196,700","$426,200","$402,800","$402,800",$0,2003-05-30,"$135,000",1998-12-12,$0,
403,29,1000,376 RIVER RD,93.05,R,"$611,000","$738,500","$394,400","$344,100","$738,500","$736,200","$1,262,300","$695,000",2020-02-24,$0,,$0,
403,30,,37 LAMPHIRE HILL LN,4.93,R,"$419,700","$419,700","$191,200","$228,500","$419,700","$398,000","$398,000","$160,000",1992-02-19,$0,,$0,
403,31,,41 LAMPHIRE HILL LN,16,R,"$672,200","$724,300","$416,800","$307,500","$724,300","$567,100","$614,300","$625,000",2015-09-14,"$339,500",2010-11-04,$0,
403,32,,39 LAMPHIRE HILL LN,3.5,R,"$219,900","$219,900","$31,600","$188,300","$219,900","$191,700","$191,700",$0,2020-03-23,"$123,000",2000-08-14,$0,
403,33,,70 LAMPHIRE HILL LN,392.2,R,"$873,800","$1,533,500","$561,400","$972,100","$1,533,500","$879,900","$1,477,400","$84,000",2014-11-03,$0,,$0,
403,37,,34 LAMPHIRE HILL LN,147,R,"$830,200","$1,426,400","$586,400","$840,000","$1,426,400","$687,500","$1,221,500",$0,2005-04-23,$0,,$0,
403,40,,360 RIVER RD,34.94,R,"$1,044,500","$1,228,200","$818,800","$409,400","$1,228,200","$959,700","$1,125,900","$4,000",1997-03-14,$0,,$0,
403,41,,336 RIVER RD,5.1,R,"$460,000","$460,000","$234,800","$225,200","$460,000","$475,100","$475,100","$575,000",2016-04-20,"$330,000",2005-04-29,$0,
403,42,,330 RIVER RD,4.48,R,"$485,400","$485,400","$293,400","$192,000","$485,400","$441,700","$441,700",$0,2016-04-20,"$213,333",1985-06-17,$0,
403,43,,120 EAST THETFORD RD,28.1,R,"$680,900","$758,100","$479,100","$279,000","$758,100","$558,600","$628,400",$0,2012-07-16,"$118,500",1997-09-26,$0,
403,44,,106 EAST THETFORD RD,22,R,"$906,400","$985,200","$673,400","$311,800","$985,200","$477,500","$549,000","$200,000",2018-12-07,"$2,666",2002-05-10,$0,
403,45,,84 EAST THETFORD RD,13,R,"$737,300","$790,700","$544,600","$246,100","$790,700","$557,500","$605,800","$579,533",2012-12-18,"$425,048",1991-07-26,$0,
403,46,,72 EAST THETFORD RD,30.68,S,"$4,200","$372,200",$0,"$372,200","$372,200","$4,200","$295,500",$0,2005-04-23,"$92,000",1997-12-02,$0,
403,47,,7 RECORDRIDGE LN,36.2,S,"$12,300","$250,900",$0,"$250,900","$250,900","$12,300","$195,500","$800,000",2006-12-08,"$525,000",2001-08-09,$0,
403,48,,15 RECORDRIDGE LN,10.2,R,"$997,000","$997,000","$725,500","$271,500","$997,000","$839,600","$839,600","$800,000",2006-12-08,"$525,000",2001-08-09,$0,
403,51,,26 RECORDRIDGE LN,14.9,R,"$890,300","$956,600","$715,000","$241,600","$956,600","$741,300","$801,500","$135,048",1992-01-31,"$123,474",1990-01-10,$0,
403,52,,24 RECORDRIDGE LN,10.4,R,"$745,500","$745,500","$535,100","$210,400","$745,500","$613,500","$613,500","$85,048",1993-02-17,"$104,000",1991-07-01,$0,
403,53,,20 RECORDRIDGE LN,5.7,R,"$519,200","$519,200","$319,200","$200,000","$519,200","$499,200","$499,200","$146,000",2003-06-09,"$100,000",1992-02-03,$0,
403,54,,18 EAST THETFORD RD,40.7,R,"$781,200","$946,200","$566,600","$379,600","$946,200","$660,500","$809,400","$500,000",2014-12-19,$0,,$0,
404,1,,23 STORRS HILL LN,37.4,R,"$477,900","$620,200","$285,600","$334,600","$620,200","$416,700","$606,700","$475,000",2019-10-09,$0,,$0,
404,3,,46 STORRS HILL LN,215,R,"$461,300","$793,000","$270,800","$522,200","$793,000","$425,200","$724,800",$0,2004-09-07,$0,,$0,
404,4,,28 STORRS HILL LN,103,R,"$1,058,300","$1,359,900","$750,500","$609,400","$1,359,900","$1,034,200","$1,307,500",$0,2009-06-24,"$395,048",1992-04-24,$0,
404,5,,97 NORTH THETFORD RD,13.2,R,"$409,400","$479,100","$247,100","$232,000","$479,100","$311,700","$375,000",$0,2007-02-15,$0,,$0,
404,7,,105 NORTH THETFORD RD,15,R,"$462,900","$538,100","$308,300","$229,800","$538,100","$424,800","$492,100","$525,000",2013-06-18,"$633,200",2008-05-01,$0,
404,8,,111 NORTH THETFORD RD,0.06,R,$700,$700,$0,$700,$700,$600,$600,$0,2012-07-24,$0,,$0,
404,9,,131 NORTH THETFORD RD,2.3,R,"$578,800","$578,800","$396,600","$182,200","$578,800","$551,500","$551,500",$0,2018-04-30,"$97,619",1993-09-23,$0,
404,11,,161 NORTH THETFORD RD,8.16,R,"$585,900","$585,900","$367,800","$218,100","$585,900","$466,000","$466,000",$0,2007-03-23,"$4,000",1993-09-23,$0,
404,12,,175 NORTH THETFORD RD,1.84,R,"$345,100","$345,100","$165,100","$180,000","$345,100","$325,500","$325,500","$325,000",2012-11-21,"$112,000",1982-07-26,$0,
404,13,,534 RIVER RD,1.78,R,"$558,200","$558,200","$309,400","$248,800","$558,200","$493,200","$493,200","$146,467",1993-06-21,"$20,000",1960-12-14,$0,
404,14,,530 RIVER RD,0.86,R,"$468,000","$468,000","$214,300","$253,700","$468,000","$550,300","$550,300","$473,000",2019-04-09,"$389,933",2015-02-04,$0,
404,15,,526 RIVER RD,0.98,R,"$501,400","$501,400","$289,700","$211,700","$501,400","$445,100","$445,100",$0,2004-11-18,$0,,$0,
404,16,,522 RIVER RD,103,R,"$635,600","$1,021,800","$377,500","$644,300","$1,021,800","$699,000","$1,047,700","$500,000",2019-10-09,"$4,000",1996-01-12,$0,
404,17,,520 RIVER RD,5.83,R,"$323,100","$323,100","$124,500","$198,600","$323,100","$257,800","$257,800","$278,533",2009-06-02,$0,,$0,
404,18,,498 RIVER RD,66.1,R,"$682,000","$1,117,300","$424,100","$693,200","$1,117,300","$662,900","$1,050,200",$0,2005-11-22,$0,,$0,
404,19,,474 RIVER RD,120,R,"$1,267,500","$1,538,100","$978,200","$559,900","$1,538,100","$1,162,000","$1,403,800","$362,533",2014-11-05,$0,,$0,
404,20,,429 RIVER RD,7.36,R,"$641,700","$641,700","$308,000","$333,700","$641,700","$563,800","$563,800",$0,2004-09-15,"$262,000",1995-06-29,$0,
404,26,,535 RIVER RD,0.96,R,"$262,800","$262,800","$63,500","$199,300","$262,800","$224,200","$224,200","$20,500",1976-09-09,"$20,000",1960-12-14,$0,
404,30,,599 RIVER RD,29,R,"$1,145,800","$1,393,700","$704,800","$688,900","$1,393,700","$977,600","$1,187,700","$180,000",1998-02-27,"$121,848",1986-12-17,$0,
404,31,,21 GREGORY RD,9,R,"$937,200","$937,200","$580,400","$356,800","$937,200","$805,100","$805,100","$650,000",2010-05-24,"$625,000",2003-05-22,$0,
404,32,,560 RIVER RD,122.5,R,"$610,500","$979,800","$326,000","$653,800","$979,800","$513,900","$845,500",$0,2020-03-09,"$4,000",1994-01-04,$0,
404,34,,25 BRECK HILL RD,1.7,R,"$600,200","$600,200","$339,400","$260,800","$600,200","$576,200","$576,200","$612,533",2013-06-18,"$295,000",2005-08-23,$0,
