PID	Street Address	MBLU	Map	Lot	Unit	Book&Page	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	Prev. Assess.	Prev. Apprais		Increased Assessment
358	229 DARTMOUTH COLLEGE HY	402/  60/  /  / 	402	60		  3894/0592	"$9,300 "	"$9,300 "	0.38	9200	NON PROFIT  MDL-00	RD	1	2016	$0 	"$9,300 "	"$9,300 "	$0 	6/27/12			"$8,400 "	"$8,400 "		$900 
100041	198 BAKER HILL RD	410/  9/  2000/  / 	410	9	2000	  4040/ 020	"$8,800 "	"$338,400 "	37.35	6506	FARM-6	RD	1	2016	$0 	"$338,400 "	"$338,400 "	$0 	2/10/14	"$112,942 "	11/3/89	"$8,800 "	"$286,400 "		$0 
858	60 MASA MOREY LN	408/  21/  /  / 	408	21		  4383/0491	"$8,700 "	"$290,600 "	38.5	6516	FARMR-6	RD	1	2016	$0 	"$290,600 "	"$290,600 "	"$400,000 "	8/23/18			"$8,700 "	"$266,300 "		$0 
69	4 BROOK LN	201/  49/  /  / 	201	49		 	"$8,600 "	"$8,600 "	0.41	9010	STATE NH	RD	1	2016	$0 	"$8,600 "	"$8,600 "	$0 				"$8,400 "	"$8,400 "		$200 
1363	461 DORCHESTER RD	415/  29/  /  / 	415	29		  3850/0766	"$8,500 "	"$89,400 "	112	1320	RES ACLNUD	MFD	1	2016	$0 	"$89,400 "	"$89,400 "	"$75,000 "	12/29/11			"$7,600 "	"$80,700 "		$900 
280	20 RIVER RD	401/  70/  /  / 	401	70		  1578/ 947	"$8,400 "	"$431,500 "	63.5	6515	FARMR-5	RD	1	2016	$0 	"$431,500 "	"$431,500 "	$0 				"$8,400 "	"$351,300 "		$0 
1388	3 TROUT POND LN	416/  22/  /  / 	416	22		PRO-2012	"$8,200 "	"$264,000 "	135	6222	HWUN-2	MFD	1	2016	$0 	"$264,000 "	"$264,000 "	$0 	6/8/12	"$3,000 "	3/1/66	"$8,200 "	"$234,700 "		$0 
634	111 MUD TURTLE POND RD	406/  31/  /  / 	406	31		  4177/ 848	"$7,700 "	"$287,800 "	207	6213	HWMR-3	RD	1	2016	$0 	"$287,800 "	"$287,800 "	$0 	12/8/15			"$7,700 "	"$260,700 "		$0 
1223	63 FLINT HILL RD	414/  11/  1200/  / 	414	11	1200	  3669/0147	"$7,600 "	"$428,700 "	90.4	6135	WPUNR-5	RD	1	2016	$0 	"$428,700 "	"$428,700 "	"$400,000 "	12/16/09	"$215,000 "	11/25/98	"$7,600 "	"$403,400 "		$0 
1441	525 DORCHESTER RD	420/  4/  /  / 	420	4		  3601/0644	"$7,500 "	"$7,500 "	6.8	9000	US GOVT	MFD	1	2016	$0 	"$7,500 "	"$7,500 "	"$38,000 "	4/22/09			"$6,800 "	"$6,800 "		$700 
1355	101 SMITH MOUNTAIN RD	415/  21/  /  / 	415	21		  3867/0316	"$7,500 "	"$251,200 "	139	6103	WPM-3	MFD	1	2016	$0 	"$251,200 "	"$251,200 "	"$141,333 "	3/22/12			"$7,500 "	"$227,300 "		$0 
745	37 WHIPPLE HILL RD	407/  65/  /  / 	407	65		  4214/0312	"$7,000 "	"$273,700 "	21.7	6515	FARMR-5		1	2016	$0 	"$273,700 "	"$273,700 "	$0 	6/22/16	"$155,000 "	3/19/99	"$7,000 "	"$290,000 "		$0 
860	42 ORFORD RD	408/  23/  /  / 	408	23		  3651/0923	"$7,000 "	"$422,400 "	76.4	6234	HWUNR-4	RD	1	2016	$0 	"$422,400 "	"$422,400 "	$0 	9/28/09			"$7,000 "	"$359,700 "		$0 
1336	44 HARDSCRABBLE LN	415/  12/  /  / 	415	12		  3807/0862	"$7,000 "	"$259,300 "	145	6133	WPUNR-3	MFD	1	2016	$0 	"$259,300 "	"$259,300 "	"$250,000 "	7/21/11			"$7,000 "	"$235,600 "		$0 
620	344 ORFORD RD	406/  17/  /  / 	406	17		  4350/0491	"$6,900 "	"$70,300 "	85.1	6123	WPUN-3	RD	1	2016	$0 	"$70,300 "	"$70,300 "	"$20,000 "	3/29/18	"$38,533 "	7/17/15	"$6,900 "	"$63,800 "		$0 
1189	130 GRAFTON TK	413/  15/  /  / 	413	15		  4408/0421	"$6,800 "	"$290,400 "	95	6134	WPUNR-4	ELD	1	2016	$0 	"$290,400 "	"$290,400 "	"$325,000 "	12/21/18			"$6,800 "	"$242,900 "		$0 
924	145 ACORN HILL RD	408/  67/  /  / 	408	67		  4229/0940	"$6,500 "	"$477,500 "	67	6516	FARMR-6	RD	1	2016	$0 	"$477,500 "	"$477,500 "	"$340,000 "	8/26/16	"$4,000 "	7/23/96	"$6,500 "	"$393,000 "		$0 
770	124 ORFORD RD	407/  89/  /  / 	407	89		 	"$6,400 "	"$269,900 "	25.52	6505	FARM-5	RD	1	2016	$0 	"$269,900 "	"$269,900 "	$0 				"$6,400 "	"$233,200 "		$0 
1489	700 DORCHESTER RD	421/  21/  /  / 	421	21		  4616/ 421	"$6,400 "	"$459,000 "	207.33	6213	HWMR-3	MFD	1	2016	$0 	"$459,000 "	"$459,000 "	"$2,500,000 "	3/21/21	"$1,125,000 "	3/19/99	"$6,400 "	"$277,900 "		$0 
439	323 RIVER RD	403/  22/  /  / 	403	22		PRO-00342	"$6,400 "	"$6,400 "	0.38	1320	RES ACLNUD	RD	1	2016	$0 	"$6,400 "	"$6,400 "	$0 	5/30/12	"$8,000 "	6/18/99	"$5,000 "	"$5,000 "		"$1,400 "
101203	 WHIPPLE HILL RD	407/  86/  5000/  / 	407	86	5000	  2524/0286	"$6,400 "	"$244,300 "	15.1	6506	FARM-6	RD	1	2016	$0 	"$244,300 "	"$244,300 "	$0 	3/21/01	"$500,000 "	11/18/86	"$6,400 "	"$195,100 "		$0 
291	85 RIVER RD	401/  78/  /  / 	401	78		  4102/0216	"$6,400 "	"$139,200 "	20	6515	FARMR-5	RD	1	2016	$0 	"$139,200 "	"$139,200 "	"$550,000 "	12/19/14			"$6,400 "	"$117,400 "		$0 
1400	180 CELLARS LN	416/  26/  /  / 	416	26		  3081/0934	"$6,300 "	"$93,700 "	131	6232	HWUNR-2	MFD	1	2016	$0 	"$93,700 "	"$93,700 "	"$9,800 "	11/30/04			"$6,300 "	"$85,200 "		$0 
246	20 DARTMOUTH COLLEGE HY	401/  43/  /  / 	401	43		 	"$6,200 "	"$300,300 "	32.8	6515	FARMR-5	RD	1	2016	$0 	"$300,300 "	"$300,300 "	$0 	2/18/02	"$2,666 "	4/27/01	"$6,200 "	"$253,600 "		$0 
897	3 HARDSCRABBLE LN	408/  52/  /  / 	408	52		  4178/0830	"$6,100 "	"$138,700 "	14.4	6506	FARM-6	RD	1	2016	$0 	"$138,700 "	"$138,700 "	$0 	12/21/15	"$363,533 "	8/7/15	"$6,100 "	"$359,800 "		$0 
191	42 GOODELL LN	401/  6/  /  / 	401	6		002771/0009	"$6,000 "	"$204,100 "	104.74	6514	FARMR-4	RD	1	2016	$0 	"$204,100 "	"$204,100 "	$0 	11/5/02			"$6,000 "	"$184,700 "		$0 
1443	539 DORCHESTER RD	420/  6/  /  / 	420	6		  2256/0875	"$5,900 "	"$589,400 "	124	6215	HWMR-5	ELD	1	2016	$0 	"$589,400 "	"$589,400 "	"$3,996,000 "	6/20/97			"$5,900 "	"$512,400 "		$0 
102937	ROW  TOWN OF LYME	100/  5/  /  / 	100	5		  0000/0000	"$5,600 "	"$5,600 "	0	3900	DEVEL LAND		1	2016	"$5,600 "	$0 	"$5,600 "	$0 	1/1/01			"$5,000 "	"$5,000 "		$600 
1076	15 BAILEY HILL LN	410/  13/  2000/  / 	410	13	2000	  3765/0361	"$5,300 "	"$220,200 "	34.1	6515	FARMR-5	RD	1	2016	$0 	"$220,200 "	"$220,200 "	$0 	1/5/11	"$60,300 "	6/16/00	"$5,300 "	"$180,600 "		$0 
990	224 DORCHESTER RD	409/  43/  /  / 	409	43		  3101/0786	"$5,200 "	"$16,100 "	10.9	1320	RES ACLNUD	MFD	1	2016	"$4,100 "	"$12,000 "	"$16,100 "	"$14,000 "	1/26/05			"$4,900 "	"$14,700 "		$300 
1270	379 DORCHESTER RD (LAND ONLY)	414/  39/  /  / 	414	39		  1735/0724	"$5,200 "	"$5,200 "	0.54	9035	TOWN-PROP	RD	1	2016	$0 	"$5,200 "	"$5,200 "	$187 	4/16/88			"$4,500 "	"$4,500 "		$700 
1309	40 GRAFTON TK (TAXABLE)	414/  61/  1001P/  / 	414	61	1001P	 	"$5,200 "	"$198,000 "	79.99	6235	HWUNR-5	SKIWAY	1	2016	$0 	"$198,000 "	"$198,000 "	$0 				"$5,200 "	"$180,000 "		$0 
383	96 RIVER RD	401/  79/  /  / 	401	79		  4102/0209	"$5,000 "	"$376,700 "	76	6235	HWUNR-5	RD	1	2016	$0 	"$376,700 "	"$376,700 "	"$200,000 "	12/19/14			"$5,000 "	"$314,100 "		$0 
1215	60 POUT POND LN	414/  9/  1000/  / 	414	9	1000	  1963/0583	"$5,000 "	"$419,900 "	41.9	6134	WPUNR-4	RD	1	2016	$0 	"$419,900 "	"$419,900 "	$1 	12/4/91			"$5,000 "	"$331,500 "		$0 
1152	371 GOOSE POND RD	411/  7/  /  / 	411	7		 	"$4,800 "	"$311,600 "	59.98	6334	OTUNR-4	RD	1	2016	$0 	"$311,600 "	"$311,600 "	$0 				"$4,800 "	"$260,400 "		$0 
1002	59 BAKER HILL RD	409/  53/  1000/  / 	409	53	1000	  3765/0363	"$4,800 "	"$141,700 "	58	6225	HWUN-5	RD	1	2016	$0 	"$141,700 "	"$141,700 "	$0 	1/8/11			"$4,800 "	"$125,300 "		$0 
1158	290 GOOSE POND RD	411/  13/  /  / 	411	13		  4182/ 565	"$4,400 "	"$304,500 "	37	6135	WPUNR-5	RD	1	2016	$0 	"$304,500 "	"$304,500 "	"$325,000 "	1/6/16	"$200,000 "	6/20/06	"$4,400 "	"$249,000 "		$0 
1048	130 DORCHESTER RD	409/  93/  /  / 	409	93		  1298/0865	"$4,400 "	"$4,400 "	0.34	9010	STATE NH	RD	1	2016	$0 	"$4,400 "	"$4,400 "	$0 				"$4,100 "	"$4,100 "		$300 
1379	30 DAVISON LN	416/  14/  /  / 	416	14		  1783/0870	"$4,300 "	"$144,500 "	65.7	6235	HWUNR-5		1	2016	$0 	"$144,500 "	"$144,500 "	"$7,722 "	12/30/88			"$4,300 "	"$131,400 "		$0 
100322	117 BRECK HILL RD	405/  7/  /  / 	405	7		2160-0298	"$4,300 "	"$77,200 "	14.78	6514	FARMR-4	RD	1	2016	$0 	"$77,200 "	"$77,200 "	"$565,000 "	9/20/95	"$4,000 "	7/24/89	"$4,300 "	"$70,300 "		$0 
100361	137 MUD TURTLE POND RD	406/  26/  /  / 	406	26		  3107/0182	"$4,200 "	"$83,150 "	95	6204	HWM-4	RD	1	2016	$0 	"$83,150 "	"$83,150 "	$0 	2/11/05			"$4,200 "	"$83,150 "		$0 
463	72 EAST THETFORD RD	403/  46/  /  / 	403	46		PC-2005	"$4,200 "	"$372,200 "	30.68	6516	FARMR-6	RD	1	2016	$0 	"$372,200 "	"$372,200 "	$0 	4/23/05	"$92,000 "	12/2/97	"$4,200 "	"$295,500 "		$0 
635	121 MUD TURTLE POND RD	406/  32/  /  / 	406	32		  3231/0776	"$4,200 "	"$4,200 "	0.96	1320	RES ACLNUD	RD	1	2016	$0 	"$4,200 "	"$4,200 "	$0 	12/12/05			"$2,900 "	"$2,900 "		"$1,300 "
636	131 MUD TURTLE POND RD	406/  33/  /  / 	406	33		  2060/0453	"$4,200 "	"$4,200 "	1.1	1320	RES ACLNUD	RD	1	2016	$0 	"$4,200 "	"$4,200 "	"$1,111 "	11/12/93	$154 	5/10/93	"$3,300 "	"$3,300 "		$900 
1402	115 ORFORDVILLE RD	417/  1/  /  / 	417	1		  2621/0721	"$4,000 "	"$305,600 "	30.1	6325	OTUN-5	RD	1	2016	$0 	"$305,600 "	"$305,600 "	"$150,000 "	1/7/02	"$65,048 "	3/25/92	"$4,000 "	"$220,100 "		$0 
1083	111 BEAR HILL LN	410/  20/  /  / 	410	20		  3869/0217	"$3,900 "	"$572,000 "	116	6333	OTUNR-3	RD	1	2016	$0 	"$572,000 "	"$572,000 "	$0 	3/15/12	"$350,000 "	2/18/05	"$3,900 "	"$491,600 "		$0 
102874	177  GRAFTON TPK	413/  8/  /  / 	413	8		  1397/0757	"$3,800 "	"$207,500 "	71	6324	OTUN-4	ELD	1	2016	$0 	"$207,500 "	"$207,500 "	$0 	1/1/81			"$3,800 "	"$176,900 "		$0 
912	70 ACORN HILL RD	408/  59/  /  / 	408	59		  4028/0759	"$3,700 "	"$81,400 "	10.07	6504	FARM-4	RD	1	2016	$0 	"$81,400 "	"$81,400 "	"$200,000 "	12/3/13	"$305,000 "	9/18/09	"$3,700 "	"$69,200 "		$0 
1119	243 BAKER HILL RD	410/  56/  /  / 	410	56		  3950/0053	"$3,700 "	"$290,700 "	46	6233	HWUNR-3	RD	1	2016	$0 	"$290,700 "	"$290,700 "	"$82,500 "	1/24/13	"$212,533 "	10/5/07	"$3,700 "	"$243,100 "		$0 
1163	330 GRAFTON TK	412/  2/  /  / 	412	2		  4263/0357	"$3,600 "	"$205,000 "	55	6235	HWUNR-5	MFD	1	2016	$0 	"$205,000 "	"$205,000 "	$0 	1/17/17			"$3,600 "	"$172,600 "		$0 
1466	550 DORCHESTER RD	420/  26/  /  / 	420	26		  0406/0167	"$3,600 "	"$368,800 "	79	6335	OTUNR-5	ELD	1	2016	$0 	"$368,800 "	"$368,800 "	$0 				"$3,600 "	"$315,900 "		$0 
1399	281 SMITH MOUNTAIN RD	416/  25/  /  / 	416	25		  3081/0934	"$3,600 "	"$61,600 "	70	6233	HWUNR-3	MFD	1	2016	$0 	"$61,600 "	"$61,600 "	"$9,800 "	11/30/04			"$3,600 "	"$56,000 "		$0 
1243	321 DORCHESTER RD	414/  25/  /  / 	414	25		  4232/0263	"$3,400 "	"$299,900 "	29	6235	HWUNR-5	RD	1	2016	$0 	"$299,900 "	"$299,900 "	$0 	9/6/16			"$3,400 "	"$249,500 "		$0 
102763	50 LAMPHIRE HILL LN	403/  35/  /  / 	403	35		   PRO	"$3,300 "	"$324,900 "	34	6135	WPUNR-5	RD	1	2016	$0 	"$324,900 "	"$324,900 "	$0 	7/22/97			"$3,300 "	"$267,300 "		$0 
1141	327 BAKER HILL RD	410/  78/  /  / 	410	78		  4178/ 499	"$3,300 "	"$3,300 "	0.76	1320	RES ACLNUD	RD	1	2016	$0 	"$3,300 "	"$3,300 "	$0 	12/15/15	"$288,000 "	1/15/04	"$3,000 "	"$3,000 "		$300 
908	118 ACORN HILL RD	408/  57/  2000/  / 	408	57	2000	  2263/0986	"$3,300 "	"$428,000 "	13.26	6514	FARMR-4	RD	1	2016	$0 	"$428,000 "	"$428,000 "	"$235,000 "	8/1/97	"$350,000 "	12/3/93	"$3,300 "	"$313,900 "		$0 
1401	190 CELLARS LN	416/  27/  /  / 	416	27		  3759/0935	"$3,300 "	"$49,300 "	56	6323	OTUN-3	MFD	1	2016	$0 	"$49,300 "	"$49,300 "	"$2,086,533 "	12/17/10			"$3,300 "	"$44,800 "		$0 
101202	 WHIPPLE HILL RD	407/  86/  4000/  / 	407	86	4000	  2524/0286	"$3,100 "	"$231,200 "	9.56	6325	OTUN-5	RD	1	2016	$0 	"$231,200 "	"$231,200 "	$0 	3/21/01	"$500,000 "	11/18/86	"$2,900 "	"$183,200 "		$200 
1103	75 PICO RD	410/  40/  /  / 	410	40		  3950/0049	"$3,100 "	"$353,700 "	39.3	6335	OTUNR-5	RD	1	2016	$0 	"$353,700 "	"$353,700 "	"$82,500 "	1/24/13	"$189,000 "	7/5/11	"$3,100 "	"$299,000 "		$0 
1361	174 SMITH MOUNTAIN RD	415/  27/  /  / 	415	27		   939/ 581	"$3,000 "	"$142,400 "	63.7	6232	HWUNR-2	MFD	1	2016	$0 	"$142,400 "	"$142,400 "	$0 	12/2/60			"$3,000 "	"$128,500 "		$0 
230	330 BAKER HILL RD	401/  30/  2000/  / 	401	30	2000	  3943/0927	"$2,800 "	"$218,200 "	29.4	6335	OTUNR-5	RD	1	2016	$0 	"$218,200 "	"$218,200 "	$0 	12/28/12			"$2,800 "	"$175,200 "		$0 
793	109 PINNACLE RD	407/  102/  2000/  / 	407	102	2000	002738/0560	"$2,800 "	"$268,100 "	37.78	6503	FARM-3	RD	1	2016	$0 	"$268,100 "	"$268,100 "	"$112,533 "	10/31/02	"$135,800 "	8/18/86	"$2,800 "	"$222,500 "		$0 
101204	 WHIPPLE HILL RD	407/  86/  6000/  / 	407	86	6000	  2524/0286	"$2,800 "	"$206,800 "	7.61	6506	FARM-6	RD	1	2016	$0 	"$206,800 "	"$206,800 "	$0 	3/21/01	"$500,000 "	11/18/86	"$2,800 "	"$161,000 "		$0 
101582	 DORCHESTER RD	414/  48/  /  / 	414	48			"$2,800 "	"$118,800 "	54	6233	HWUNR-3		1	2016	$0 	"$118,800 "	"$118,800 "	$0 				"$2,800 "	"$108,000 "		$0 
1387	50 PONY HILL LN	416/  21/  /  / 	416	21		  4339/0351	"$2,800 "	"$356,000 "	31	6234	HWUNR-4	RD	1	2016	$0 	"$356,000 "	"$356,000 "	$0 	1/22/18	"$120,000 "	6/29/99	"$2,800 "	"$283,500 "		$0 
250	17 HEWS LN	401/  47/  /  / 	401	47		  4117/0767	"$2,700 "	"$341,700 "	21	6513	FARMR-3	RD	1	2016	$0 	"$341,700 "	"$341,700 "	$0 	3/30/15	"$1,100,000 "	11/17/06	"$2,700 "	"$280,000 "		$0 
1447	601 DORCHESTER RD	420/  7/  2000/  / 	420	7	2000	  4307/0326	"$2,700 "	"$270,000 "	40.2	1060	AC LND IMP	ELD	1	2016	$200 	"$269,800 "	"$270,000 "	"$215,000 "	8/28/17	"$85,048 "	11/15/90	"$2,700 "	"$230,300 "		$0 
1332	46 HARDSCRABBLE LN	415/  8/  /  / 	415	8		  2960/0070	"$2,700 "	"$48,800 "	55.5	6232	HWUNR-2	MFD	1	2016	$0 	"$48,800 "	"$48,800 "	"$10,000 "	2/9/04	"$29,000 "	7/21/95	"$2,700 "	"$44,400 "		$0 
217	127 GOOSE POND RD	401/  23/  1100/  / 	401	23	1100	  4519/ 345	"$2,600 "	"$476,800 "	56.37	6234	HWUNR-4	RD	1	2016	$0 	"$476,800 "	"$476,800 "	"$496,533 "	5/14/20	"$310,000 "	8/13/89	"$2,600 "	"$259,100 "		$0 
100662	100 ORFORDVILLE RD	417/  6/  2000/  / 	417	6	2000	  4182/  49	"$2,600 "	"$354,300 "	44.55	6326	OTUN-6	RD	1	2016	$0 	"$354,300 "	"$354,300 "	"$440,000 "	12/23/15	"$200,000 "	10/2/97	"$2,600 "	"$289,000 "		$0 
1289	370 DORCHESTER RD	414/  49/  /  / 	414	49		  3846/0171	"$2,600 "	"$181,900 "	88.17	6212	HWMR-2	RD	1	2016	$0 	"$181,900 "	"$181,900 "	"$88,000 "	12/22/11			"$2,600 "	"$165,300 "		$0 
181	31 ROCKY HILL LN	201/  131/  /  / 	201	131		  2804/0476	"$2,500 "	"$333,600 "	20	1320	RES ACLNUD	LCD	1	2016	$0 	"$333,600 "	"$333,600 "	$0 	4/16/03	"$66,000 "	12/14/87	"$2,400 "	"$246,600 "		$100 
197	65 GOODELL LN	401/  12/  /  / 	401	12		  1783/0218	"$2,500 "	"$166,600 "	81.63	6213	HWMR-3	RD	1	2016	$0 	"$166,600 "	"$166,600 "	$0 				"$2,500 "	"$154,300 "		$0 
100401	65 WASHBURN HILL RD	402/  15/  2000/  / 	402	15	2000	  0000/0000	"$2,500 "	"$315,200 "	37.66	6114	WPMR-4	RD	1	2016	$0 	"$315,200 "	"$315,200 "	$0 	5/20/05			"$2,500 "	"$263,300 "		$0 
101205	 WHIPPLE HILL RD	407/  86/  7000/  / 	407	86	7000	  2524/0286	"$2,500 "	"$213,100 "	7.5	6126	WPUN-6	RD	1	2016	$0 	"$213,100 "	"$213,100 "	$0 	3/21/01	"$500,000 "	11/18/86	"$2,500 "	"$159,500 "		$0 
100222	226 ORFORD RD	407/  56/  2000/  / 	407	56	2000	  3522/0988	"$2,400 "	"$208,600 "	5.61	6506	FARM-6	RD	1	2016	$0 	"$208,600 "	"$208,600 "	"$125,000 "	6/3/08	"$230,000 "	9/29/97	"$2,100 "	"$147,000 "		$300 
100602	64 BRECK HILL RD	405/  48/  /  / 	405	48		  3609/0957	"$2,100 "	"$92,900 "	14.82	6136	WPUNR-6	RD	1	2016	$0 	"$92,900 "	"$92,900 "	"$630,000 "	5/19/09	"$37,050 "	9/1/88	"$2,100 "	"$84,500 "		$0 
1413	395 SMITH MOUNTIAN RD	418/  1/  /  / 	418	1		  2008/0656	"$2,100 "	"$86,600 "	35	6221	HWUN-1	MFD	1	2016	$0 	"$86,600 "	"$86,600 "	"$4,000 "	12/28/92			"$2,100 "	"$78,800 "		$0 
1358	121 TROUT POND LN	415/  24/  /  / 	415	24		  3081/0934	"$1,800 "	"$30,700 "	31	6234	HWUNR-4	MFD	1	2016	$0 	"$30,700 "	"$30,700 "	"$9,800 "	11/30/04	"$1,000 "	1/4/57	"$1,800 "	"$27,900 "		$0 
1098	25 PICO RD	410/  35/  /  / 	410	35		  4040/0208	"$1,800 "	"$227,800 "	26	6236	HWUNR-6	RD	1	2016	$0 	"$227,800 "	"$227,800 "	$0 	2/10/14	"$27,000 "	2/12/99	"$1,800 "	"$184,200 "		$0 
1057	60 EAST ST	410/  2/  /  / 	410	2		  4519/ 337	"$1,700 "	"$72,300 "	28.4	6224	HWUN-4	RD	1	2016	$0 	"$72,300 "	"$72,300 "	"$112,133 "	5/14/20			"$1,700 "	"$64,800 "		$0 
1069	180 BAKER HILL RD	410/  10/  2000/  / 	410	10	2000	  4040/0205	"$1,600 "	"$180,000 "	12	6515	FARMR-5	RD	1	2016	$0 	"$180,000 "	"$180,000 "	$0 	2/10/14	"$60,300 "	6/16/00	"$1,600 "	"$142,400 "		$0 
972	38 ACORN HILL RD	409/  25/  /  / 	409	25		  1737/0625	"$1,600 "	"$158,100 "	12.5	6135	WPUNR-5	RD	1	2016	$0 	"$158,100 "	"$158,100 "	"$4,000 "	5/15/70			"$1,600 "	"$122,200 "		$0 
1366	40 ORFORDVILLE RD	416/  3/  /  / 	416	3		  3477/0857	"$1,600 "	"$208,500 "	41	6215	HWMR-5	RD	1	2016	$0 	"$208,500 "	"$208,500 "	"$150,000 "	12/17/07	"$145,048 "	7/18/91	"$1,600 "	"$184,800 "		$0 
543	664 RIVER RD	405/  14/  /  / 	405	14		  4506/ 726	"$1,500 "	"$54,100 "	13.64	1320	RES ACLNUD	RD	1	2016	$0 	"$54,100 "	"$54,100 "	"$17,000 "	3/18/20			"$1,400 "	"$44,300 "		$100 
1364	66 ORFORDVILLE RD	416/  1/  /  / 	416	1		  4182/  49	"$1,500 "	"$221,800 "	18	6225	HWUN-5	RD	1	2016	$0 	"$221,800 "	"$221,800 "	"$440,000 "	12/23/15	"$200,000 "	10/2/97	"$1,500 "	"$168,500 "		$0 
100622	81 BRECK HILL RD	405/  3/  /  / 	405	3		  2468/0135	"$1,500 "	"$54,500 "	8.26	6126	WPUN-6	RD	1	2016	$0 	"$54,500 "	"$54,500 "	"$280,000 "	5/9/00	"$6,000 "	8/13/88	"$1,500 "	"$49,600 "		$0 
277	62 RIVER RD	401/  67/  /  / 	401	67		  4102/0216	"$1,500 "	"$58,200 "	4.4	6516	FARMR-6	RD	1	2016	$0 	"$58,200 "	"$58,200 "	"$550,000 "	12/19/14	"$300,000 "	11/20/07	"$1,500 "	"$48,300 "		$0 
821	47 HIGHBRIDGE RD	407/  125/  2000/  / 	407	125	2000	  2151/0999	"$1,300 "	"$243,100 "	21.6	6236	HWUNR-6		1	2016	$0 	"$243,100 "	"$243,100 "	$0 	7/31/95			"$1,300 "	"$200,300 "		$0 
1464	552 DORCHESTER RD	420/  24/  /  / 	420	24		O-2000/  61	"$1,300 "	"$138,700 "	33	6232	HWUNR-2	MFD	1	2016	$0 	"$138,700 "	"$138,700 "	$0 	10/27/00			"$1,300 "	"$113,000 "		$0 
1085	38 BAILEY HILL LN	410/  22/  /  / 	410	22		  3869/0214	"$1,300 "	"$140,400 "	13.28	6124	WPUN-4	RD	1	2016	$0 	"$140,400 "	"$140,400 "	$0 	3/21/12			"$1,300 "	"$108,100 "		$0 
1186	64 TYLER HILL RD	413/  11/  /  / 	413	11		  3848/0046	"$1,200 "	"$59,000 "	23	6233	HWUNR-3	MFD	1	2016	$0 	"$59,000 "	"$59,000 "	$0 	12/30/11	"$1,330,000 "	9/15/06	"$1,200 "	"$52,600 "		$0 
1171	177 GRAFTON TK	413/  7/  /  / 	413	7		  2508/0665	"$1,200 "	"$83,700 "	14.3	6225	HWUN-5	ELD	1	2016	$0 	"$83,700 "	"$83,700 "	"$25,000 "	12/19/00	"$18,500 "	2/27/87	"$1,200 "	"$65,400 "		$0 
934	108 FRANKLIN HILL RD	408/  70/  1000/  / 	408	70	1000	  2503/0991	"$1,200 "	"$222,900 "	15.7	6115	WPMR-5	R	1	2016	$0 	"$222,900 "	"$222,900 "	"$2,667 "	11/30/00	"$47,000 "	9/4/96	"$1,200 "	"$174,700 "		$0 
898	11 HARDSCRABBLE LN	408/  53/  /  / 	408	53		  4335/0100	"$1,200 "	"$425,300 "	13.5	6226	HWUN-6	RD	1	2016	$0 	"$425,300 "	"$425,300 "	"$375,000 "	12/29/17	"$900,000 "	9/8/99	"$1,200 "	"$316,200 "		$0 
627	129 CULVER HILL LN	406/  24/  /  / 	406	24		  1852/0704	"$1,100 "	"$32,700 "	33	6710	UNPRODUCTIVE-REC		1	2016	$0 	"$32,700 "	"$32,700 "	$0 	2/21/90			"$1,100 "	"$29,800 "		$0 
1155	334 GOOSE POND RD	411/  10/  /  / 	411	10		  3765/0365	"$1,100 "	"$217,300 "	17	6235	HWUNR-5	RD	1	2016	$0 	"$217,300 "	"$217,300 "	$0 	1/6/11			"$1,100 "	"$168,200 "		$0 
190	54 GOODELL LN	401/  5/  /  / 	401	5		  1783/0218	"$1,000 "	"$59,200 "	23.11	6215	HWMR-5	RD	1	2016	$0 	"$59,200 "	"$59,200 "	"$4,000 "	12/27/88			"$1,000 "	"$52,800 "		$0 
592	92 BRECK HILL RD	405/  45/  2000/  / 	405	45	2000	  1994/0666	"$1,000 "	"$190,200 "	5.35	6126	WPUN-6	RD	1	2016	$0 	"$190,200 "	"$190,200 "	$0 	12/19/94			"$1,000 "	"$144,900 "		$0 
975	28 ACORN HILL RD	409/  28/  /  / 	409	28		  4299/0778	$900 	"$221,300 "	19.9	6324	OTUN-4	RD	1	2016	$0 	"$221,300 "	"$221,300 "	$0 	7/25/17	"$150,000 "	9/29/97	$900 	"$202,400 "		$0 
1097	12 CLAFLIN LN	410/  34/  /  / 	410	34		4040-0211	$900 	"$197,900 "	15	6234	HWUNR-4	RD	1	2016	$0 	"$197,900 "	"$197,900 "	$0 	2/10/14	"$125,000 "	1/28/00	$900 	"$152,500 "		$0 
243	54 GOOSE POND RD	401/  40/  /  / 	401	40		  4586/ 837	$900 	"$9,700 "	1.1	1300	RES ACLNDV	RD	1	2016	$0 	"$9,700 "	"$9,700 "	"$1,845,000 "	12/21/20	"$315,000 "	7/22/09	$900 	"$8,800 "		$0 
244	40 GOOSE POND RD	401/  41/  /  / 	401	41		   334/0303	$800 	$800 	0.07	1320	RES ACLNUD		1	2016	$0 	$800 	$800 	$0 	10/8/06			$700 	$700 		$100 
